id,vendor_id,pickup_datetime,dropoff_datetime,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,store_and_fwd_flag,trip_duration
id3153045,2,15-03-2016 07:50,15-03-2016 08:02,1,-73.99325562,40.7363739,-73.99045563,40.75622177,N,694
id2882813,2,06-05-2016 17:29,06-05-2016 17:37,1,-74.00199127,40.7244339,-74.00135803,40.73708725,N,497
id0448481,2,13-03-2016 20:42,13-03-2016 20:46,1,-73.99176788,40.72714996,-74.00105286,40.73165894,N,262
id3870128,1,08-06-2016 03:01,08-06-2016 03:03,1,-73.99389648,40.73621368,-74.00154877,40.73940659,N,112
id2072385,2,23-04-2016 03:24,23-04-2016 03:46,1,-73.98822784,40.73202133,-73.99979401,40.6570015,N,1320
id2308994,2,16-01-2016 23:12,16-01-2016 23:22,1,-73.97949982,40.77633667,-73.95026398,40.78955078,N,573
id3778906,1,03-02-2016 19:40,03-02-2016 19:44,1,-73.99389648,40.7563858,-74.00384521,40.75318146,N,249
id0875979,2,27-06-2016 12:39,27-06-2016 12:53,3,-73.97963715,40.76074982,-73.97283936,40.79061127,N,821
id1481116,2,11-02-2016 22:01,11-02-2016 22:21,1,-73.98371124,40.72689819,-73.95727539,40.72218323,N,1200
id2344112,1,20-05-2016 06:03,20-05-2016 06:07,1,-73.98999023,40.7557106,-73.97890472,40.76386642,N,260
id3176688,2,25-04-2016 20:17,25-04-2016 20:24,3,-73.9777298,40.75514603,-73.97779083,40.74210358,N,451
id2586149,2,26-04-2016 23:36,26-04-2016 23:56,1,-73.99423981,40.72758865,-73.95707703,40.73213577,N,1190
id1062842,1,05-06-2016 19:53,05-06-2016 20:23,2,-73.9938736,40.76180649,-73.90105438,40.73950958,N,1849
id3808524,2,22-05-2016 14:33,22-05-2016 14:46,1,-73.99162292,40.75975037,-73.98562622,40.74715042,N,755
id2206138,1,21-01-2016 12:07,21-01-2016 12:07,1,-73.78271484,40.64396667,-73.78271484,40.64396667,N,6
id0942123,2,08-03-2016 17:17,08-03-2016 17:28,6,-74.01177216,40.70352554,-74.00933838,40.715271,N,652
id0500971,1,04-05-2016 17:14,04-05-2016 17:28,1,-74.00158691,40.74106216,-73.98827362,40.72873688,N,852
id1955631,2,04-03-2016 19:22,04-03-2016 19:26,1,-74.00995636,40.71921539,-74.00436401,40.72103882,N,242
id1609491,2,03-01-2016 13:49,03-01-2016 13:59,2,-73.9596405,40.76322556,-73.98273468,40.73871613,N,570
id3510769,2,12-01-2016 06:09,12-01-2016 06:17,1,-73.97593689,40.7601738,-73.98069,40.78072739,N,496
id1085846,1,03-02-2016 07:40,03-02-2016 07:56,1,-73.96199036,40.76782608,-73.97331238,40.78988647,N,970
id0750103,1,26-01-2016 13:14,26-01-2016 13:35,1,-74.00284576,40.73096848,-73.98429871,40.7224617,N,1261
id1013088,2,19-02-2016 20:46,19-02-2016 20:49,3,-73.95828247,40.77268219,-73.94924927,40.78179169,N,185
id1475853,1,07-02-2016 12:58,07-02-2016 13:05,2,-73.97626495,40.7600441,-73.98712921,40.74533081,N,420
id2048243,2,28-01-2016 09:00,28-01-2016 09:07,1,-73.99118042,40.75561523,-73.98203278,40.7576561,N,422
id1060448,1,07-01-2016 21:46,07-01-2016 21:57,1,-73.97080231,40.75865555,-73.98527527,40.7260437,N,668
id3329980,2,19-03-2016 18:46,19-03-2016 18:49,1,-73.98180389,40.74727249,-73.97586823,40.74159622,N,189
id0385327,1,12-06-2016 00:55,12-06-2016 01:07,1,-73.98353577,40.73841858,-73.99319458,40.71994019,N,677
id3186572,1,15-06-2016 09:51,15-06-2016 10:08,1,-73.96963501,40.75408936,-73.98300171,40.73487473,N,1018
id0403714,1,10-04-2016 04:21,10-04-2016 04:57,1,-73.98916626,40.73160553,-73.91474915,40.76020432,N,2189
id1098340,1,12-05-2016 18:22,12-05-2016 18:28,4,-73.96114349,40.77848053,-73.94955444,40.77262497,N,366
id2138598,2,20-01-2016 11:29,20-01-2016 11:45,6,-73.96381378,40.80795288,-73.96286774,40.77413177,N,954
id1308817,1,19-02-2016 21:50,19-02-2016 21:59,1,-73.96335602,40.77450562,-73.96548462,40.80298233,N,532
id2461598,2,06-06-2016 23:49,07-06-2016 00:02,1,-73.96740723,40.80283356,-73.93946838,40.82606888,N,742
id1377230,2,26-05-2016 16:44,26-05-2016 16:54,3,-73.9621582,40.80529022,-73.97763062,40.78411865,N,604
id2298073,1,25-01-2016 10:54,25-01-2016 10:59,1,-73.95411682,40.78746033,-73.9651413,40.7911377,N,294
id1236370,2,21-05-2016 01:34,21-05-2016 01:42,1,-73.97853088,40.72875977,-73.98770905,40.72135925,N,453
id1000776,1,22-01-2016 08:30,22-01-2016 08:34,1,-73.98361969,40.77022171,-73.983078,40.76090622,N,255
id0906502,1,11-06-2016 01:51,11-06-2016 01:57,1,-73.99636841,40.69072342,-73.98661804,40.70318222,N,404
id3078420,2,08-05-2016 01:30,08-05-2016 01:37,6,-73.98560333,40.73527908,-74.00325012,40.74266052,N,419
id3176485,2,03-02-2016 06:24,03-02-2016 06:31,1,-73.98466492,40.73654556,-73.97855377,40.75368118,N,402
id2625908,2,19-01-2016 07:33,19-01-2016 07:51,2,-74.00814056,40.72214127,-73.9724884,40.75954819,N,1102
id2857295,2,28-01-2016 23:34,28-01-2016 23:34,6,-73.99442291,40.73480988,-73.99375153,40.73455811,N,8
id0883185,2,20-06-2016 12:59,20-06-2016 13:14,1,-73.98017883,40.74590683,-73.99411774,40.72012711,N,851
id0058950,2,09-05-2016 13:30,09-05-2016 13:42,1,-73.98075867,40.74792099,-73.98413086,40.75074005,N,698
id2193144,1,11-05-2016 14:59,11-05-2016 15:34,2,-74.00619507,40.71183777,-73.98964691,40.75617218,N,2092
id2672322,2,23-06-2016 06:20,23-06-2016 07:01,1,-73.77893829,40.64738083,-73.98686981,40.62600327,N,2469
id1368344,1,23-06-2016 13:52,23-06-2016 14:23,1,-73.99306488,40.75232315,-73.96723175,40.6398735,N,1864
id1805328,1,17-02-2016 15:10,17-02-2016 15:31,3,-73.99279785,40.75442505,-73.96316528,40.77425385,N,1242
id1358649,1,16-01-2016 19:51,16-01-2016 20:00,1,-73.99131012,40.76071548,-73.97875977,40.77730179,Y,521
id3906970,2,25-03-2016 20:55,25-03-2016 21:03,1,-74.00579071,40.74023819,-73.99865723,40.74225998,N,441
id2049599,2,08-02-2016 07:03,08-02-2016 07:09,1,-73.9787674,40.74488831,-73.97471619,40.75593948,N,361
id0910427,1,22-06-2016 17:57,22-06-2016 18:00,1,-73.99816132,40.73296356,-73.99277496,40.73400116,N,197
id3378609,1,17-05-2016 16:59,17-05-2016 17:11,1,-73.99095154,40.74813461,-73.97839355,40.75263977,N,713
id2004186,2,29-03-2016 08:37,29-03-2016 08:43,4,-73.99852753,40.68157196,-73.99607849,40.69448853,N,380
id1521187,2,29-01-2016 12:26,29-01-2016 12:35,2,-73.9774704,40.76427841,-73.97947693,40.77774048,N,507
id2862272,2,18-01-2016 11:44,18-01-2016 12:08,1,-74.0136795,40.70806122,-73.97997284,40.76065826,N,1385
id0327684,2,09-04-2016 20:38,09-04-2016 20:49,4,-73.97328949,40.76369858,-73.94881439,40.78567886,N,648
id2266840,2,29-05-2016 19:41,29-05-2016 19:44,2,-73.99002838,40.75168228,-73.99918365,40.7502327,N,190
id2360691,2,25-02-2016 23:10,25-02-2016 23:25,3,-73.98146057,40.77388,-74.00659943,40.73580933,N,929
id1147327,2,08-06-2016 07:20,08-06-2016 07:34,1,-73.9458313,40.77778244,-74.00804138,40.70278549,N,870
id1508947,2,09-06-2016 22:07,09-06-2016 22:17,1,-73.98023224,40.7706604,-73.96424866,40.76039124,N,614
id3882573,2,01-04-2016 00:43,01-04-2016 01:10,1,-73.98539734,40.76018906,-73.95748901,40.72225952,N,1645
id3023884,2,12-03-2016 12:56,12-03-2016 13:17,5,-73.98377991,40.72568893,-74.00702667,40.74644852,N,1306
id0296060,2,16-06-2016 08:07,16-06-2016 10:11,2,-73.77908325,40.64749146,-74.00699615,40.7085228,N,7440
id2008429,2,12-05-2016 13:54,12-05-2016 14:01,6,-73.97763824,40.75862885,-73.9883728,40.74802017,N,438
id0587853,1,16-03-2016 18:52,16-03-2016 18:59,1,-73.95700073,40.77487946,-73.95240021,40.79129028,N,452
id0364870,2,30-06-2016 18:50,30-06-2016 19:47,5,-73.98948669,40.73585129,-73.96707153,40.80355835,N,3375
id0361480,2,18-01-2016 00:41,18-01-2016 00:46,2,-73.99034119,40.7574234,-74.00093842,40.74235916,N,315
id0483339,2,19-01-2016 07:36,19-01-2016 07:40,1,-73.95680237,40.77512741,-73.94707489,40.78008652,N,269
id1758205,2,01-05-2016 21:42,01-05-2016 21:47,1,-73.9755249,40.75268936,-73.9806366,40.73785019,N,268
id0429416,1,03-05-2016 21:42,03-05-2016 22:12,1,-74.00440216,40.70657349,-73.91432953,40.76063156,N,1783
id0823715,1,07-01-2016 11:39,07-01-2016 11:51,1,-73.95761108,40.78529358,-73.98710632,40.77006531,N,752
id1281638,1,03-03-2016 22:54,03-03-2016 22:58,2,-73.98358154,40.76551819,-73.97692871,40.77497101,N,221
id1652478,2,13-04-2016 16:16,13-04-2016 16:43,1,-73.97078705,40.76432037,-73.97658539,40.77542877,N,1575
id0845447,2,02-05-2016 23:45,03-05-2016 00:21,1,-74.01138306,40.70323944,-73.84633636,40.71778107,N,2161
id1971744,1,15-06-2016 00:52,15-06-2016 00:59,1,-73.96819305,40.77065659,-73.99234772,40.76736832,N,407
id2434491,2,08-06-2016 19:28,08-06-2016 20:07,2,-73.95423126,40.7845993,-74.00319672,40.73162842,N,2368
id1976080,2,04-06-2016 13:32,04-06-2016 13:53,6,-73.99004364,40.73806763,-74.01032257,40.7187767,N,1257
id3543398,1,21-01-2016 15:43,21-01-2016 15:49,1,-73.98249054,40.76491928,-73.99009705,40.75144958,N,336
id1920776,1,18-05-2016 14:28,18-05-2016 15:05,2,-73.79037476,40.64411545,-73.93951416,40.68071365,N,2210
id2039435,1,22-03-2016 18:09,22-03-2016 18:19,1,-73.9835434,40.77368164,-73.97109222,40.78809738,N,613
id2188291,1,16-05-2016 12:05,16-05-2016 12:32,1,-74.01368713,40.71276855,-73.98389435,40.75245285,N,1608
id1450731,1,14-02-2016 03:27,14-02-2016 03:39,1,-73.99434662,40.7211647,-73.95175934,40.7272644,N,757
id1354780,2,16-02-2016 08:44,16-02-2016 08:54,1,-73.97731018,40.7575798,-73.9829483,40.77170563,N,577
id1542930,2,07-03-2016 14:22,07-03-2016 14:29,1,-73.9590683,40.7747612,-73.96761322,40.7629509,N,437
id1483489,2,10-04-2016 00:50,10-04-2016 00:58,1,-73.97845459,40.75242615,-73.99828339,40.73390198,N,504
id1295889,1,03-05-2016 22:43,03-05-2016 23:20,1,-73.79055023,40.64410782,-73.98818207,40.74567032,N,2201
id3530199,2,19-06-2016 18:33,19-06-2016 18:58,5,-73.99627686,40.72097015,-73.98078918,40.76491928,N,1503
id2536715,1,11-02-2016 12:26,11-02-2016 12:34,1,-73.97493744,40.79092026,-73.981987,40.77693939,N,433
id0532098,1,29-04-2016 23:40,29-04-2016 23:46,1,-73.98449707,40.74830627,-73.98540497,40.75455475,N,344
id2924789,2,13-05-2016 15:07,13-05-2016 15:29,5,-73.9810791,40.74158096,-73.99456024,40.74853134,N,1289
id0495612,2,06-02-2016 11:31,06-02-2016 11:44,5,-73.99224854,40.72500992,-73.96853638,40.75843048,N,746
id0640196,2,29-01-2016 14:43,29-01-2016 15:30,6,-73.99476624,40.74013138,-73.87042236,40.77342606,N,2818
id2663474,1,21-06-2016 17:44,21-06-2016 18:23,2,-73.99133301,40.75498962,-73.92417908,40.75958633,N,2320
id2992408,1,29-04-2016 16:09,29-04-2016 16:25,2,-73.87310791,40.77408981,-73.89058685,40.7474556,N,908
id0771862,1,30-04-2016 22:54,30-04-2016 23:05,2,-73.97441864,40.75027847,-73.98558044,40.72889328,N,678
id3008164,2,05-04-2016 21:43,05-04-2016 21:45,1,-74.00229645,40.72834396,-73.99704742,40.73691177,N,116
id1472480,2,04-05-2016 03:08,04-05-2016 03:22,2,-73.97370911,40.7634697,-74.01351929,40.70220947,N,889
id0470646,1,14-01-2016 17:37,14-01-2016 17:48,1,-73.96433258,40.75623703,-73.97832489,40.7582283,N,704
id1259507,2,26-03-2016 12:30,26-03-2016 12:38,1,-73.98365021,40.74674225,-73.97692108,40.76418686,N,467
id3109047,1,11-03-2016 13:57,11-03-2016 14:13,1,-74.00074768,40.72590637,-73.97782135,40.75054169,N,919
id3031973,2,18-03-2016 07:16,18-03-2016 07:20,6,-73.95459747,40.77312851,-73.9467392,40.77216339,N,230
id2042948,2,12-04-2016 20:38,12-04-2016 20:47,6,-73.98722839,40.72236633,-73.96112823,40.71202469,N,566
id1247315,1,12-05-2016 18:37,12-05-2016 18:42,1,-73.95948792,40.77128601,-73.95860291,40.78118515,N,287
id0270400,1,03-03-2016 09:11,03-03-2016 09:21,1,-73.95654297,40.76695251,-73.93212891,40.79507828,N,602
id3589261,2,15-03-2016 18:52,15-03-2016 19:36,1,-73.8635788,40.76973724,-73.99473572,40.76420593,N,2650
id1250664,1,17-06-2016 09:46,17-06-2016 09:52,1,-73.99898529,40.73444748,-73.9910202,40.73809052,N,344
id2479320,1,20-06-2016 23:06,20-06-2016 23:16,1,-73.98349762,40.7611618,-73.99594116,40.7352829,N,598
id1381430,2,17-05-2016 20:51,17-05-2016 20:57,1,-73.97236633,40.76243973,-73.98145294,40.7743988,N,373
id0800011,2,12-02-2016 07:04,12-02-2016 07:10,1,-73.97434235,40.74330139,-73.97058868,40.75625992,N,374
id0370868,2,12-03-2016 11:51,12-03-2016 12:06,6,-73.96040344,40.77028656,-73.96489716,40.80163574,N,864
id2732966,1,10-06-2016 23:05,10-06-2016 23:14,1,-73.97475433,40.79107285,-73.98692322,40.76618958,N,514
id3698873,2,02-04-2016 10:18,02-04-2016 10:22,2,-73.95040131,40.77158356,-73.95628357,40.77217865,N,215
id2127501,2,13-06-2016 12:04,13-06-2016 12:37,5,-73.98046112,40.78253174,-73.86493683,40.77046585,N,1969
id2139138,1,05-04-2016 23:46,06-04-2016 00:12,2,-73.98316193,40.76343536,-73.98280334,40.70172119,N,1541
id2703415,1,06-05-2016 20:33,06-05-2016 20:43,1,-74.00283051,40.76058578,-73.98088837,40.77479553,N,579
id3315273,2,10-02-2016 08:15,10-02-2016 08:21,2,-73.99395752,40.75149155,-73.98444366,40.75825119,N,344
id0060444,2,15-02-2016 19:11,15-02-2016 19:24,1,-73.9758606,40.75682831,-73.98748779,40.72872925,N,777
id0579932,1,24-06-2016 07:03,24-06-2016 07:19,1,-73.95603943,40.77610779,-73.99132538,40.75006485,N,1005
id2464159,1,12-01-2016 13:11,12-01-2016 13:20,1,-73.98539734,40.75856781,-73.99489594,40.75009155,N,536
id0642668,2,23-04-2016 11:18,23-04-2016 11:33,3,-73.95938873,40.79901886,-73.95288086,40.76723099,N,878
id0214036,2,22-06-2016 12:48,22-06-2016 12:53,1,-73.96974945,40.76541901,-73.96356201,40.76771164,N,290
id1203615,1,30-05-2016 10:37,30-05-2016 10:41,1,-73.99985504,40.74331284,-74.0011673,40.73181152,N,236
id2098528,2,20-04-2016 11:29,20-04-2016 11:50,1,-74.00283813,40.76041031,-73.98272705,40.7566185,N,1238
id0857261,1,31-01-2016 07:34,31-01-2016 07:42,1,-73.99019623,40.75621796,-73.9720993,40.76055527,N,454
id1587936,1,02-04-2016 09:49,02-04-2016 10:04,1,-73.97451019,40.79308701,-73.96638489,40.76471329,N,927
id2036714,1,04-02-2016 22:30,04-02-2016 22:57,2,-73.95531464,40.7728157,-73.97394562,40.74249649,N,1622
id3653721,2,23-06-2016 14:43,23-06-2016 14:57,1,-73.95993042,40.76665115,-73.983284,40.78023911,N,854
id3603906,1,06-05-2016 19:18,06-05-2016 19:22,1,-73.957901,40.76546478,-73.94645691,40.78141022,N,285
id2707560,1,18-05-2016 03:34,18-05-2016 03:36,1,-73.97155762,40.75714111,-73.97782135,40.74649811,N,129
id0669470,1,03-05-2016 23:33,04-05-2016 00:20,2,-74.00122833,40.74632263,-73.92171478,40.70316315,N,2830
id3861044,1,01-06-2016 13:17,01-06-2016 13:20,1,-73.9727478,40.7647438,-73.97504425,40.7611618,N,143
id3733782,1,02-04-2016 13:06,02-04-2016 13:10,1,-73.97954559,40.7778244,-73.98770142,40.77944946,N,274
id1897612,2,20-04-2016 08:57,20-04-2016 09:01,1,-73.98728943,40.73340988,-73.99098969,40.72674179,N,265
id3649295,1,21-05-2016 19:05,21-05-2016 19:29,1,-73.97478485,40.75835037,-74.00279999,40.7605629,N,1443
id0653946,1,26-03-2016 19:46,26-03-2016 19:54,1,-73.98094177,40.76438141,-73.97775269,40.75328827,N,470
id3627575,2,05-06-2016 20:35,05-06-2016 20:51,2,-73.96685028,40.75725174,-73.90648651,40.75946045,N,998
id0614319,1,10-02-2016 08:03,10-02-2016 08:13,2,-73.95610809,40.78002548,-73.97286987,40.79009247,N,577
id3921410,2,13-05-2016 05:03,13-05-2016 05:24,2,-73.98116302,40.74153519,-73.80258179,40.70729828,N,1250
id1122181,2,08-04-2016 13:13,08-04-2016 13:24,2,-73.99601746,40.74026871,-73.98700714,40.74377823,N,660
id2775134,1,16-05-2016 02:11,16-05-2016 02:24,1,-73.99699402,40.72220612,-73.97805786,40.67124939,N,756
id3462172,2,20-04-2016 13:22,20-04-2016 13:35,4,-73.98799133,40.75209045,-73.98246765,40.76831055,N,802
id1402939,2,11-04-2016 19:59,11-04-2016 20:46,1,-73.99394226,40.74639893,-73.90792847,40.84970856,N,2866
id3140282,2,24-03-2016 11:54,24-03-2016 12:19,2,-74.01358032,40.71652603,-73.9771347,40.74633789,N,1502
id1222663,1,25-06-2016 17:53,25-06-2016 18:08,1,-73.98513031,40.76344681,-73.95206451,40.78121185,N,898
id3935792,2,07-02-2016 21:00,07-02-2016 21:24,1,-73.99597168,40.72652054,-73.95207214,40.79138565,N,1447
id2557605,2,15-03-2016 19:33,15-03-2016 19:42,2,-73.97202301,40.75978851,-73.95552826,40.78238678,N,532
id1572910,2,07-05-2016 14:52,07-05-2016 15:23,6,-74.01544189,40.71179581,-73.98294067,40.77324677,N,1836
id0793966,1,31-01-2016 08:57,31-01-2016 09:03,2,-73.98223114,40.74019623,-73.99146271,40.74311829,N,356
id3662314,1,28-04-2016 06:52,28-04-2016 07:08,1,-73.98922729,40.76946259,-73.99804688,40.72267532,N,982
id0891853,1,30-04-2016 11:31,30-04-2016 11:51,1,-73.99832153,40.74530029,-73.96369934,40.80807114,N,1247
id3746338,2,03-01-2016 10:04,03-01-2016 10:09,2,-74.00402069,40.72539139,-73.98622131,40.73110962,N,327
id3067763,2,08-06-2016 16:55,08-06-2016 16:59,1,-74.00817108,40.73101044,-73.99671173,40.7354393,N,251
id1641045,1,23-04-2016 12:29,23-04-2016 12:31,1,-73.98724365,40.77069855,-73.98016357,40.77481079,N,142
id2804643,1,06-03-2016 02:57,06-03-2016 03:15,1,-73.98517609,40.72764206,-73.98738861,40.77096939,N,1061
id3893473,2,07-06-2016 23:10,07-06-2016 23:13,1,-73.98547363,40.73553085,-73.97789764,40.74403,N,208
id2330639,1,27-01-2016 08:14,27-01-2016 08:21,1,-73.99102783,40.73334503,-73.99987793,40.7219162,N,431
id2376983,1,30-01-2016 00:20,30-01-2016 00:39,1,-74.00906372,40.71075821,-73.98304749,40.76124954,N,1126
id3374937,1,06-03-2016 21:37,06-03-2016 21:48,1,-73.96669769,40.7941246,-73.94116211,40.82918167,N,649
id3176832,2,14-05-2016 11:56,14-05-2016 12:03,2,-73.96976471,40.79740524,-73.96207428,40.80144882,N,459
id2793950,2,22-05-2016 12:44,22-05-2016 13:00,2,-73.97766876,40.78380585,-73.96111298,40.77000809,N,994
id1761290,1,04-03-2016 14:16,04-03-2016 14:30,1,-73.97158051,40.76029205,-73.98271942,40.75452423,N,851
id2342195,2,28-02-2016 13:14,28-02-2016 13:19,5,-73.96630859,40.76519012,-73.97564697,40.75257874,N,274
id1199515,1,20-02-2016 19:32,20-02-2016 19:46,2,-74.01013184,40.71417618,-73.99929047,40.72751236,N,851
id2576315,2,03-04-2016 00:47,03-04-2016 00:54,3,-74.00627136,40.73426819,-74.00076294,40.72750092,N,403
id1588809,2,08-06-2016 14:03,08-06-2016 14:19,1,-73.98223877,40.77877045,-73.95111084,40.82783127,N,983
id3755005,1,08-02-2016 00:51,08-02-2016 01:09,1,-74.00387573,40.73786163,-73.96015167,40.81491852,N,1094
id2699976,1,20-04-2016 07:44,20-04-2016 07:49,1,-73.99128723,40.7651825,-73.98075104,40.77444839,N,327
id0914756,2,21-03-2016 15:30,21-03-2016 15:36,6,-73.98389435,40.75563812,-73.9753418,40.76538467,N,360
id1215541,1,19-06-2016 03:46,19-06-2016 04:01,1,-73.98987579,40.7191391,-73.94093323,40.68214035,N,949
id1159603,2,07-03-2016 05:48,07-03-2016 05:53,1,-73.96947479,40.75740814,-73.96047974,40.7739563,N,296
id1518609,1,24-06-2016 19:17,24-06-2016 19:42,1,-73.99651337,40.72345734,-73.97829437,40.75525284,N,1509
id1223496,2,29-01-2016 20:41,29-01-2016 20:48,1,-73.95459747,40.76398087,-73.96794128,40.76268005,N,438
id0082195,2,15-02-2016 03:43,15-02-2016 03:51,6,-74.00402069,40.74209976,-73.99265289,40.75671005,N,469
id3896470,1,07-02-2016 23:32,07-02-2016 23:35,1,-73.99144745,40.72698975,-73.99016571,40.73460007,N,204
id0431342,2,26-01-2016 07:39,26-01-2016 08:18,1,-74.00832367,40.72154999,-73.94608307,40.77656174,N,2327
id2628439,2,20-04-2016 06:27,20-04-2016 06:34,1,-73.98214722,40.76219177,-73.97247314,40.75483704,N,411
id1192025,2,16-02-2016 22:12,16-02-2016 22:22,5,-73.97517395,40.74998856,-73.95509338,40.74152374,N,601
id1631608,2,09-03-2016 16:17,09-03-2016 16:28,1,-73.97358704,40.7614212,-73.99133301,40.75037003,N,647
id1821369,2,03-05-2016 13:25,03-05-2016 13:39,5,-73.97502899,40.76438904,-73.96166229,40.76535034,N,804
id1062003,1,27-06-2016 09:27,27-06-2016 09:50,1,-73.78962708,40.64348602,-73.86923981,40.75545883,N,1395
id0871768,2,14-03-2016 04:56,14-03-2016 05:15,1,-73.96782684,40.78728867,-73.86553192,40.77085876,N,1154
id3418639,1,21-06-2016 16:24,21-06-2016 16:32,1,-73.9545517,40.76585388,-73.95314026,40.78572083,N,471
id1394171,2,28-06-2016 23:27,28-06-2016 23:32,6,-73.95497894,40.76580048,-73.96720123,40.75698853,N,301
id3295731,2,23-05-2016 01:11,23-05-2016 01:16,1,-73.92501068,40.69815063,-73.90585327,40.6892395,N,294
id2335600,1,03-03-2016 13:04,03-03-2016 13:10,1,-73.95789337,40.77391434,-73.9591217,40.78188324,N,347
id2404839,1,13-05-2016 07:55,13-05-2016 08:29,1,-73.95566559,40.78218079,-73.99227905,40.75499725,N,2014
id0353273,2,12-03-2016 21:23,12-03-2016 21:30,1,-74.00673676,40.73590851,-74.00119019,40.73177338,N,419
id3719344,1,27-02-2016 18:46,27-02-2016 18:51,1,-73.97242737,40.75305176,-73.96649933,40.76144028,N,343
id1107589,1,12-03-2016 20:17,12-03-2016 20:36,1,-74.00422668,40.74222946,-74.0042572,40.70736694,N,1107
id0702225,2,16-04-2016 03:37,16-04-2016 03:50,1,-73.97625732,40.76384735,-73.93212891,40.75977707,N,759
id0453535,1,28-06-2016 05:11,28-06-2016 05:40,2,-73.78049469,40.64614105,-73.97905731,40.77215958,N,1742
id1824554,2,17-03-2016 18:44,17-03-2016 18:47,1,-73.98621368,40.73035049,-73.98985291,40.73455811,N,157
id0666946,2,21-05-2016 01:30,21-05-2016 02:12,6,-74.00536346,40.70920944,-73.86943817,40.86019897,N,2488
id0832695,2,24-06-2016 07:18,24-06-2016 07:29,2,-73.95764923,40.76599884,-73.9797287,40.74962997,N,705
id1994155,1,22-06-2016 11:59,22-06-2016 12:12,1,-74.00161743,40.7565155,-73.98400879,40.76163101,N,773
id3475521,1,02-05-2016 08:31,02-05-2016 08:35,1,-73.97553253,40.7522583,-73.98230743,40.74847794,N,232
id1723444,2,08-04-2016 15:37,08-04-2016 15:52,1,-73.98975372,40.7675705,-73.97064972,40.79376221,N,878
id2626700,1,01-01-2016 12:14,01-01-2016 12:23,1,-74.00140381,40.73126221,-73.98097229,40.74464035,N,557
id3311992,2,17-04-2016 04:13,17-04-2016 04:28,1,-73.97119141,40.7628212,-74.01390839,40.70957565,N,900
id3930440,1,01-06-2016 14:29,01-06-2016 15:44,1,-73.98786926,40.74821854,-73.78376007,40.64360046,N,4528
id3094932,1,14-01-2016 13:51,14-01-2016 14:04,1,-73.96083069,40.77000046,-73.97415161,40.76280212,N,789
id0267131,1,25-06-2016 11:07,25-06-2016 11:25,3,-73.97609711,40.77609634,-73.94690704,40.82171631,N,1069
id3733470,2,01-03-2016 06:10,01-03-2016 06:15,2,-73.97268677,40.74351883,-73.97714233,40.75194931,N,292
id1456189,1,05-01-2016 23:11,05-01-2016 23:14,1,-73.98241425,40.76822281,-73.97881317,40.7623558,N,197
id0618149,1,18-05-2016 18:03,18-05-2016 18:08,1,-74.00154877,40.7412262,-73.99656677,40.74547958,N,279
id3148819,1,29-06-2016 23:29,29-06-2016 23:58,1,-73.98167419,40.76185989,-73.95859528,40.71289063,N,1780
id1301899,2,22-04-2016 11:04,22-04-2016 11:50,3,-73.78180695,40.64480591,-73.95610809,40.77864838,N,2736
id3160047,2,27-03-2016 10:27,27-03-2016 10:37,1,-74.01130676,40.71479797,-73.99964142,40.73402023,N,590
id1936721,1,29-03-2016 16:15,29-03-2016 16:22,1,-74.00030518,40.72634125,-74.00362396,40.71743774,N,445
id3230570,2,17-05-2016 14:50,17-05-2016 15:06,2,-73.99467468,40.75057602,-73.97498322,40.75523758,N,969
id0949418,1,10-01-2016 13:01,10-01-2016 13:05,1,-73.98711395,40.77603912,-73.98267365,40.76703644,N,250
id3006041,2,09-05-2016 19:02,09-05-2016 19:14,1,-73.97383881,40.75978088,-73.95861816,40.77796936,N,707
id2102197,1,16-03-2016 15:41,16-03-2016 15:49,3,-74.00853729,40.71976089,-74.00162506,40.74094009,N,476
id3174610,1,06-03-2016 09:30,06-03-2016 09:35,1,-73.99224854,40.74936676,-74.00109863,40.75627899,N,296
id3644667,2,02-05-2016 20:50,02-05-2016 21:00,1,-73.97976685,40.76150894,-73.99939728,40.74404907,N,578
id3117617,2,04-03-2016 03:06,04-03-2016 03:15,1,-73.96017456,40.76201248,-73.98516846,40.76132584,N,529
id1111302,1,03-06-2016 12:56,03-06-2016 13:10,1,-73.99964905,40.73335648,-73.97619629,40.74824524,N,858
id1456867,1,05-04-2016 06:26,05-04-2016 06:29,1,-73.97813416,40.74955368,-73.98146057,40.75458908,N,174
id0061544,1,10-06-2016 15:39,10-06-2016 16:33,1,-73.97360992,40.74575043,-73.79019928,40.64690399,N,3207
id3583075,1,25-05-2016 08:12,25-05-2016 08:20,1,-73.98186493,40.77045822,-73.98477936,40.7606926,N,519
id2690781,1,10-02-2016 23:48,10-02-2016 23:56,1,-73.99061584,40.76091385,-73.97974396,40.75196075,N,486
id2349636,1,18-04-2016 06:50,18-04-2016 06:54,1,-73.95462036,40.77394104,-73.94746399,40.78291321,N,252
id1323112,2,08-05-2016 15:22,08-05-2016 15:29,5,-73.99488068,40.74475098,-73.99772644,40.74990463,N,370
id1075547,2,03-03-2016 20:30,03-03-2016 20:44,1,-74.01319885,40.70584869,-73.98342896,40.69440079,N,862
id0410049,2,01-01-2016 00:42,01-01-2016 01:03,1,-73.98858643,40.74515152,-73.97332001,40.78448105,N,1254
